Store_Name,Longitude,Latitude,Address,Address Line #2,City,State,Zip5,Zip4,County
Dollar General 12936,-83.986244,30.842537,607 N Madison,,Thomasville,GA,31792,,THOMAS
Flash Foods LLC 274278,-84.000443,30.816114,6358 US Highway 319 S,,Thomasville,GA,31792,8862,THOMAS
Jackson Pantry,-83.985878,30.830111,636 W Jackson St,,Thomasville,GA,31792,5955,THOMAS
Dollar General 16653,-83.931267,30.879244,69 Duran Drive,,Thomasville,GA,31757,,THOMAS
Family Dollar 6132,-83.986092,30.828911,718 W Jackson St,,Thomasville,GA,31792,5957,THOMAS
EZ Foodmart,-83.390793,31.418657,2494 Us Hwy 82 E,,Brookfield,GA,31727,,TIFT
Dollar General 20112,-83.54274,31.548378,3258 US Highway 41 N,,Chula,GA,31733,4100,TIFT
Expressway Food Mart,-83.546364,31.549849,3336 US Highway 41 N,,Chula,GA,31733,4102,TIFT
Dixie Food Store,-83.488686,31.557121,5070 GA Highway 125 N,,Chula,GA,31733,4310,TIFT
Omega Prime Meats & Produce LLC,-83.595673,31.339315,244 Oak St,,Omega,GA,31775,3087,TIFT
Dollar General 9481,-83.591156,31.344025,5440 N Alabama Ave,,Omega,GA,31775,3054,TIFT
DollarTree 8004,-83.594643,31.340744,5500 N Alabama Ave,,Omega,GA,31775,3059,TIFT
Omega Food,-83.596565,31.339415,5530 Alabama Ave,,Omega,GA,31775,3059,TIFT
Video Tienda Jesus Maria 1,-83.597603,31.339043,5544 Alabama Ave,,Omega,GA,31775,3059,TIFT
Dollar General 22277,-83.562233,31.479925,10 Upper ty ty Rd,,Tifton,GA,31793,5101,TIFT
Bp Quick Change 82,-83.527435,31.458382,1001 2nd St W,,Tifton,GA,31794,7917,TIFT
Flash Foods LLC 2745083,-83.527016,31.462727,1002 8th St W,,Tifton,GA,31794,3807,TIFT
Flowers Bakery Outlet 98,-83.49131,31.406658,101 Magnolia Dr S,,Tifton,GA,31794,8045,TIFT
Marathon Gas,-83.527649,31.457584,1010 2nd St W,,Tifton,GA,31794,7940,TIFT
R & K Food Store,-83.495262,31.455193,1020 Ferry Lake Rd,,Tifton,GA,31794,,TIFT
LaRosa,-83.519417,31.461153,110 6th St W,,Tifton,GA,31794,4332,TIFT
Bobs Quick Stop,-83.53157,31.458553,1101 King Rd,,Tifton,GA,31793,8089,TIFT
Dollar General 25165,-83.493095,31.456078,1103 Ferry Lake Rd,,Tifton,GA,31794,1789,TIFT
Lil Pantry,-83.492348,31.456371,1105 Ferry Lake Rd,,Tifton,GA,31794,1789,TIFT
CVS Pharmacy 4514,-83.507248,31.460251,111 8th St E,,Tifton,GA,31794,4099,TIFT
Flash Foods LLC 2745157,-83.493065,31.448673,1203 Highway 82 W,,Tifton,GA,31794,,TIFT
Cost Kutter 499,-83.527069,31.455677,121 Virginia Ave S,,Tifton,GA,31794,8077,TIFT
Curtis Foods,-83.505753,31.44318,1215 Main St S,,Tifton,GA,31794,5319,TIFT
Dollar General 7969,-83.526184,31.455679,125 Virginia Ave S,,Tifton,GA,31794,8027,TIFT
SN Food Mart,-83.492599,31.442009,127 Tifton Eldorado Rd,,Tifton,GA,31794,9695,TIFT
DOLLAR GENERAL 10931,-83.487251,31.445341,1290 US Highway 82 E,,Tifton,GA,31794,9444,TIFT
Ponder Meats & Produce Llc,-83.486771,31.44565,1294 US Highway 82 E,,Tifton,GA,31794,9444,TIFT
Main Street Beverage,-83.506805,31.444614,1310 Main St S,,Tifton,GA,31794,5331,TIFT
Friendly Express 101,-83.534546,31.448502,1310 US Highway 82 W,,Tifton,GA,31793,8055,TIFT
GT Point,-83.518227,31.445955,1313 Ridge Ave S,,Tifton,GA,31794,5249,TIFT
Lil Pantry #8,-83.503151,31.464714,1415 Tift Ave N,,Tifton,GA,31794,3546,TIFT
DollarTree 10275,-83.50354,31.467632,1442 Tift Ave N,,Tifton,GA,31794,3545,TIFT
From The Fields Meat & Processing,-83.51487,31.454014,147 Ridge Ave S,,Tifton,GA,31794,4734,TIFT
Nita's Food Mart,-83.515755,31.443544,1520 Central Ave S,,Tifton,GA,31794,5273,TIFT
Speedy 10,-83.486282,31.441416,1602 Tifton Ave N,,Tifton,GA,31794,,TIFT
DollarTree 1359,-83.526489,31.453341,161 Virginia Ave S,,Tifton,GA,31794,8022,TIFT
DOLLAR GENERAL 2470,-83.503571,31.470028,1618 Tift Ave N,,Tifton,GA,31794,,TIFT
Fastrac 8 3,-83.546814,31.45026,1650 Carpenter Rd S,,Tifton,GA,31793,7962,TIFT
Love' Travel Stops & Country Stores Inc 325,-83.502975,31.415298,178 Southwell Blvd,,Tifton,GA,31794,9683,TIFT
ALDI 76141,-83.541756,31.447445,1805 US Highway 82 W,,Tifton,GA,31793,8165,TIFT
DOLLAR GENERAL 4315,-83.519066,31.472445,1807 US Highway 41 N,,Tifton,GA,31794,3207,TIFT
Walmart Neighborhood Market 5198,-83.503136,31.471722,1810 Tift Ave N,,Tifton,GA,31794,3542,TIFT
Walmart Supercenter 1072,-83.543053,31.445675,1830 US Highway 82 W,,Tifton,GA,31793,8164,TIFT
Murphy USA 7743,-83.542709,31.445101,1852 US Highway 82 W,,Tifton,GA,31794,,TIFT
Friendly Express 102,-83.504501,31.472803,208 20th St E,,Tifton,GA,31794,3518,TIFT
Bay Station Llc,-83.50592,31.442263,2106 Main St S,,Tifton,GA,31794,5804,TIFT
Food Lion 2800,-83.519478,31.475344,2201 A US Highway 41 N,,Tifton,GA,31794,,TIFT
Georgia Best Foods,-83.519432,31.480114,2202 Us Hwy 41 N,Suite B,Tifton,GA,31794,,TIFT
Dollar General 15196,-83.393845,31.42004,2504 US Highway 82 E,,Tifton,GA,31794,9262,TIFT
1st Choice,-83.503357,31.479511,2640 Tift Ave N,,Tifton,GA,31794,1820,TIFT
DOLLAR GENERAL 14144,-83.505135,31.439478,2704 US Highway 41 S,,Tifton,GA,31794,5852,TIFT
Route 82 Truck Stop,-83.506897,31.450233,306 5th St E,,Tifton,GA,31794,4901,TIFT
Blue Devils Corner 1,-83.545601,31.470385,31 Carpenter Rd N,STE A,Tifton,GA,31793,7844,TIFT
Nouria 311 East 5th Street 839,-83.506355,31.451303,311 5th St E,,Tifton,GA,31794,4956,TIFT
A And N Food Mart,-83.516487,31.43218,3119 Central Ave S,,Tifton,GA,31794,5438,TIFT
CVS Pharmacy 4678,-83.501984,31.472748,320 East 20th Street,,Tifton,GA,31794,3542,TIFT
Dollar General 6207,-83.548103,31.444923,3306 US Highway 82 W,,Tifton,GA,31793,6857,TIFT
Roberson Farms,-83.593971,31.52463,35 Hickory Spring Church Rd,,Tifton,GA,31793,5218,TIFT
Quick Buys 142,-83.47419,31.407763,372 GA Highway 125 S,,Tifton,GA,31794,8892,TIFT
El Mercadito 11,-83.518639,31.450844,404 7th St W,,Tifton,GA,31794,4710,TIFT
Dollar General 30819,-83.536499,31.416292,4172 US Highway 319 S,,Tifton,GA,31793,8400,TIFT
Blue Devils Corner 2,-83.500496,31.504086,4310 GA Highway 125 N,,Tifton,GA,31794,1941,TIFT
Pilot Travel Center 192,-83.505203,31.437962,4431 Old Union Rd,,Tifton,GA,31794,8330,TIFT
CIRCLE K 2707255,-83.517197,31.428873,4440 Union Rd,,Tifton,GA,31794,8331,TIFT
Elm Mart,-83.502083,31.447058,520 Elm St,,Tifton,GA,31794,4919,TIFT
Shell Travel Center,-83.529778,31.441057,603 Old Omega Rd,,Tifton,GA,31793,8372,TIFT
Family Dollar 384,-83.508286,31.459444,614 Love Ave,,Tifton,GA,31794,4406,TIFT
Walgreens 10833,-83.506737,31.458984,615 Love Ave,,Tifton,GA,31794,4405,TIFT
Publix 1422,-83.528481,31.462614,620 Virginia Ave N,,Tifton,GA,31794,4227,TIFT
Browns Seafood,-83.513252,31.448868,711 Central Ave S,,Tifton,GA,31794,5212,TIFT
Flash Foods LLC 274166,-83.525398,31.450684,802 7th St W,,Tifton,GA,31794,8025,TIFT
Murphy USA 8615,-83.526382,31.451185,813 W. 7th Street,,Tifton,GA,31794,,TIFT
Willis Meat Market,-83.514076,31.448004,910 Central Ave S,,Tifton,GA,31794,5215,TIFT
Pepi's Food Mart,-83.518372,31.472967,921 20th St W,,Tifton,GA,31794,3345,TIFT
ESCO'S FOOD STORE #5,-83.6492,31.471693,4623 Highway 82 West # 5,,Ty Ty,GA,31795,3152,TIFT
Dollar General 12054,-83.652328,31.471807,4716 US Highway 82 W,,Ty Ty,GA,31795,3001,TIFT
Parkers 46,-82.339821,32.203281,113 Oxley Dr,,Lyons,GA,30436,5644,TOOMBS
Friendly In & Out,-82.333839,32.171436,1425 US Highway 1 S,,Lyons,GA,30436,6927,TOOMBS
Dollar General Market 14022,-82.322136,32.205841,160 N State St,,Lyons,GA,30436,1337,TOOMBS
Stop N Shop,-82.321213,32.202232,161 S State St,,Lyons,GA,30436,1542,TOOMBS
Family Dollar 3073,-82.327789,32.199814,170 S Victory Dr,,Lyons,GA,30436,1444,TOOMBS
THRIFTWAY FOOD STORE,-82.327164,32.199795,178 S Victory Dr,,Lyons,GA,30436,1444,TOOMBS
Fast Break,-82.321678,32.202839,200 S State St,,Lyons,GA,30436,1585,TOOMBS
The Pantry Shelf,-82.322845,32.209034,273 N State St,,Lyons,GA,30436,7214,TOOMBS
Nouria 277 West Liberty Avenue 748,-82.32695,32.20171,277 W Liberty Ave,,Lyons,GA,30436,1433,TOOMBS
Aman Quik Stop,-82.315094,32.205276,305 NE Broad St,,Lyons,GA,30436,1307,TOOMBS
DOLLAR GENERAL 19395,-82.33065,32.17009,6 Candy Cane Ln,,Lyons,GA,30436,3949,TOOMBS
Nouria 612 South State Street 752,-82.326508,32.192383,612 S State St,,Lyons,GA,30436,7031,TOOMBS
Pops General Store,-82.347626,32.046688,6375 US Highway 1 S,,Lyons,GA,30436,5959,TOOMBS
Toombs County Farmers Market,-82.345367,32.202454,835 W Liberty Ave,,Lyons,GA,30436,5620,TOOMBS
Cedar Crossing Grocery,-82.407219,32.023071,2193 GA Highway 56 W,,Uvalda,GA,30473,4009,TOOMBS
Flash Foods LLC 274290,-82.408325,32.224945,101 North St E,,Vidalia,GA,30474,3855,TOOMBS
Taylors Fresh Seafood,-82.411957,32.219345,105 McIntosh St,,Vidalia,GA,30474,3106,TOOMBS
Parkers 51,-82.40464,32.215096,105 Queen St,,Vidalia,GA,30474,4230,TOOMBS
DOLLAR GENERAL 6250,-82.411606,32.219467,109 McIntosh St,,Vidalia,GA,30474,3106,TOOMBS
Food Lion 2813,-82.401131,32.212376,1101 E 1st St,,Vidalia,GA,30474,4205,TOOMBS
Family Dollar 241,-82.401085,32.211319,1101H E 1st St,,Vidalia,GA,30474,4205,TOOMBS
CVS PHARMACY 7717,-82.399406,32.211952,1201 E 1st St,,Vidalia,GA,30474,5500,TOOMBS
Los Paisas Market,-82.395454,32.217606,1201 North St E,,Vidalia,GA,30474,8661,TOOMBS
Nouria 1401 East First Street 591,-82.396461,32.211151,1401 E 1st St,,Vidalia,GA,30474,5502,TOOMBS
Fast Break,-82.389511,32.210388,1709 E 1st St,,Vidalia,GA,30474,8802,TOOMBS
MCLEMORE'S ABATTOIR,-82.40963,32.19334,1912 Center Dr,,Vidalia,GA,30474,9317,TOOMBS
El Centenario Tienda Mexicana,-82.3722,32.205212,201 Michael Collins Dr,,Vidalia,GA,30474,8847,TOOMBS
Flash Foods LLC 274259,-82.402534,32.212627,201 Smith St,,Vidalia,GA,30474,4226,TOOMBS
Gas & Go,-82.415955,32.218185,202 Adams St,,Vidalia,GA,30474,4806,TOOMBS
Jani's Mart,-82.409142,32.249054,2432 GA Highway 297,,Vidalia,GA,30474,8300,TOOMBS
Nouria 2501 East 1st Street 756,-82.377464,32.206814,2501 E 1st St,,Vidalia,GA,30474,8814,TOOMBS
B&T's Food Fresh 19,-82.416962,32.218498,300 W 1st St,,Vidalia,GA,30474,3369,TOOMBS
Murphy USA 6557,-82.362984,32.203987,3103 E 1st St,,Vidalia,GA,30474,8830,TOOMBS
Walmart Supercenter 864,-82.362213,32.202774,3109 E 1st St,,Vidalia,GA,30474,8830,TOOMBS
DollarTree 1757,-82.358582,32.204323,3169 E 1st St,,Vidalia,GA,30474,,TOOMBS
Dollar General 20833,-82.355591,32.20388,3261 Hwy 280,,Vidalia,GA,30474,,TOOMBS
Micntosh Foodmart,-82.410667,32.221947,402 McIntosh St,,Vidalia,GA,30474,3111,TOOMBS
DOLLAR GENERAL 674,-82.407364,32.213554,601C E 1st St,,Vidalia,GA,30474,4264,TOOMBS
Save-A-Lot 45070,-82.406654,32.214745,619A E 1st St,,Vidalia,GA,30474,4264,TOOMBS
LAKE VIEW STORE,-83.738808,34.937267,1057 Shake Rag Rd,,Hiawassee,GA,30546,2541,TOWNS
The i Market 783,-83.754105,34.946232,124 S Main St,,Hiawassee,GA,30546,3408,TOWNS
Bellcreek Food Mart,-83.741074,34.967014,1300 Highway 75,,Hiawassee,GA,30546,1936,TOWNS
Walgreens 18402,-83.753609,34.945835,131 S Main St,,Hiawassee,GA,30546,3412,TOWNS
Denton Grocery And Grills,-83.781662,34.963871,1500 Highway 76,,Hiawassee,GA,30546,2170,TOWNS
Hiawassee Foodmart,-83.753052,34.945152,163 S Main St,,Hiawassee,GA,30546,3412,TOWNS
Osborn Farms,-83.739174,34.972263,1690 Highway 75,,Hiawassee,GA,30546,1938,TOWNS
Streak Hill Grocery,-83.725426,34.91,1825 Streak Hill Rd,,Hiawassee,GA,30546,4572,TOWNS
One Stop Food Mart,-83.789581,34.963551,1835 Highway 76,,Hiawassee,GA,30546,2113,TOWNS
Dollar General 15802,-83.735031,34.921673,1835 Sunnyside Rd,,Hiawassee,GA,30546,3978,TOWNS
Pasture,-83.722115,34.89151,3958 Riverbank Run,,Hiawassee,GA,30546,4832,TOWNS
DOLLAR GENERAL 4923,-83.760208,34.955051,500 N Main St,,Hiawassee,GA,30546,2214,TOWNS
DollarTree 8460,-83.758896,34.956043,534 Bell Creek Rd,,Hiawassee,GA,30546,2300,TOWNS
Hiawassee Food Mart,-83.762375,34.960007,830 N Main St,,Hiawassee,GA,30546,2216,TOWNS
INGLES MARKETS 483,-83.757751,34.949261,94 N Main St,,Hiawassee,GA,30546,2254,TOWNS
DOLLAR GENERAL 11191,-83.851151,34.926373,7123 US HIGHWAY 76,,YOUNG HARRIS,GA,30582,,TOWNS
Dollar General 16923,-83.824295,34.970863,3800 US Highway 76,,Young Harris,GA,30582,0000,TOWNS
Piggly Wiggly,-82.592461,32.37743,1053 Second St,,Soperton,GA,30457,2407,TREUTLEN
Sweet Onion Juction,-82.677925,32.437107,10636 GA Highway 29,,Soperton,GA,30457,5411,TREUTLEN
Minit Mart,-82.588196,32.381184,1088 Second St,,Soperton,GA,30457,2406,TREUTLEN
Jet Food Store 74,-82.590698,32.376568,3939 E Main St,,Soperton,GA,30457,2539,TREUTLEN
Dollar General 10178,-82.597229,32.381302,400 Main St E,,Soperton,GA,30457,1131,TREUTLEN
Family Dollar 2665,-82.589134,32.380833,414 2nd St N,,Soperton,GA,30457,1145,TREUTLEN
Bronco 1,-82.59523,32.374985,443 Second St,,Soperton,GA,30457,3064,TREUTLEN
Jet Food Stores 97,-82.590981,32.378773,4528 E Louisisana Ave,,Soperton,GA,30457,,TREUTLEN
Walgreens 19700,-84.914764,33.172989,100 HWY 29 S,,HOGANSVILLE,GA,30230,,TROUP
DOLLAR GENERAL 8808,-84.915382,33.172394,103 South Hwy # 29,,Hogansville,GA,30230,1435,TROUP
Love's Travel Stops & Country Stores Inc 376,-84.871346,33.159504,1621 Bass Cross Rd,,Hogansville,GA,30230,2763,TROUP
Hop-In,-84.873726,33.160744,1831 E Main St,,Hogansville,GA,30230,2756,TROUP
INGLES MARKETS 491,-84.872032,33.162792,1890 E Main St,,Hogansville,GA,30230,2771,TROUP
JP Hogansville 258,-84.865486,33.158901,1945 E Main St,,Hogansville,GA,30230,2712,TROUP
Family Dollar 12665,-84.899307,33.166718,2001 Billy Tucker Circle,,Hogansville,GA,30230,,TROUP
Dollar General 19819,-84.940689,33.230583,2979 Coweta Heard Rd,,Hogansville,GA,30230,,TROUP
Valero Foodmart,-84.914696,33.167679,309 Us Hwy 29,,Hogansville,GA,30230,,TROUP
Pops Grocery,-84.945229,33.229965,375 Highway 100,,Hogansville,GA,30230,,TROUP
Coco Grocery,-85.004601,33.023994,1000 Colquitt St,,Lagrange,GA,30241,3601,TROUP
Marathon Food Mart 0,-85.030212,33.012329,101 Lukken Industrial Dr W,,Lagrange,GA,30240,5911,TROUP
Discount Food Mart,-85.03492,33.033943,105 Ashton St,,Lagrange,GA,30240,3111,TROUP
DOLLAR GENERAL 14089,-85.045326,33.124729,112 Wares Cross Rd,,Lagrange,GA,30240,8237,TROUP
WALGREEN 9622,-85.033104,33.038712,115 Vernon St,,Lagrange,GA,30240,3109,TROUP
Cannon Street Market 1,-85.027725,33.028484,118 E Cannon St,,Lagrange,GA,30241,5308,TROUP
Anna's Lotto Mart,-85.004669,33.051952,1200 Hogansville Rd,Ste A,Lagrange,GA,30241,1418,TROUP
Troup Corner Store,-85.048958,33.014942,1234 Troup St,,Lagrange,GA,30240,4845,TROUP
Dollar General 23622,-85.02095,33.043369,125 Davis St,,Lagrange,GA,30241,2819,TROUP
Lagrange Food Mart 1,-84.99765,33.055492,1318 Hogansville Rd,,Lagrange,GA,30241,1420,TROUP
B's Meat Market,-84.994545,33.04073,1350 Lafayette Pkwy,,Lagrange,GA,30241,2567,TROUP
DollarTree 2217,-85.024811,33.049751,137 Commerce Ave,Ste A,Lagrange,GA,30241,2346,TROUP
PUBLIX 540,-85.023064,33.04937,139 Commerce Ave,,Lagrange,GA,30241,2337,TROUP
Bp Gas,-84.984558,33.041862,1499 Lafayette Pkwy,,Lagrange,GA,30241,2552,TROUP
Circle K Store 6751,-84.983482,33.042027,1503 Lafayette Pkwy,,Lagrange,GA,30241,2513,TROUP
Race Trac 500,-84.976105,33.042953,1519 Lafayette Pkwy,,Lagrange,GA,30241,2585,TROUP
Lagrange Food Mart,-85.011719,33.052383,158 Youngs Mill Rd,,Lagrange,GA,30241,1338,TROUP
CVS PHARMACY 3082,-84.987343,33.057671,1597 Hogansville Rd,,Lagrange,GA,30241,1423,TROUP
Jr Food Mart,-85.029114,33.013187,1616 Whitesville St,,Lagrange,GA,30240,5928,TROUP
JP LaGrange 241,-84.965851,33.041077,1740 Lafayette Pkwy,,Lagrange,GA,30241,2500,TROUP
DOLLAR GENERAL 4656,-85.069504,33.02869,1811 Vernon Rd,,Lagrange,GA,30240,4041,TROUP
Circle K Store 6711,-85.06884,33.032284,1819 Roanoke Rd,,Lagrange,GA,30240,3821,TROUP
CVS Pharmacy 4540,-85.071022,33.031902,1861 Roanoke Rd,Ste K,Lagrange,GA,30240,3850,TROUP
DollarTree 7216,-85.070496,33.032734,1861 Roanoke Rd,Ste K,Lagrange,GA,30240,3850,TROUP
PigglyWiggly 401,-85.071022,33.031902,1861 Roanoke Rd,,Lagrange,GA,30240,3850,TROUP
Pony Express,-85.070244,33.028461,1891 Vernon Rd,,Lagrange,GA,30240,4080,TROUP
Speedway 1885,-84.963837,33.040226,1898 Greenville Rd,,Lagrange,GA,30241,9528,TROUP
A1 Marathon,-85.015556,33.004013,1903 Hamilton Rd,,Lagrange,GA,30241,6015,TROUP
Hop In,-85.016403,33.002922,1908 Hamilton Rd,,Lagrange,GA,30241,6016,TROUP
Dollar General 12446,-85.022972,33.027592,200 Colquitt St,,Lagrange,GA,30241,5526,TROUP
Speedy Serve,-85.028488,33.032364,201 Whitesville St,,Lagrange,GA,30240,4616,TROUP
KROGER 339,-85.02227,33.04937,203 Commerce Ave Ste A,,Lagrange,GA,30241,2358,TROUP
Nrf Food Mart,-85.029968,33.045799,203 New Franklin Rd,,Lagrange,GA,30240,2343,TROUP
Ujima Tribe Inc,-85.028816,33.029934,205 E Mulberry St,,Lagrange,GA,30241,5417,TROUP
Family Dollar 13586,-84.99205,32.97905,21 Bartley Rd,,Lagrange,GA,30241,8313,TROUP
DOLLAR GENERAL 4837,-85.020714,33.049294,214 Commerce Ave,,Lagrange,GA,30241,2340,TROUP
Publix Super Markets Inc. 1873,-85.047295,33.037064,2200 Vernon St,,Lagrange,GA,30240,2901,TROUP
West Point Food Mart,-85.080994,33.021545,2255 West Point Rd,,Lagrange,GA,30240,1400,TROUP
Chevron Food Mart,-85.030136,32.994747,2300 Whitesville Rd,,Lagrange,GA,30240,8410,TROUP
DOLLAR GENERAL 18003,-85.142265,33.032917,24 Pyne Rd,,Lagrange,GA,30240,8756,TROUP
Circle K #289,-85.029396,32.990604,2457 Whitesville Rd,,Lagrange,GA,30240,8450,TROUP
Billy's Country Store,-85.1884,33.043835,25 Harmony Church Rd,,Lagrange,GA,30240,8843,TROUP
Exxon Travel Center,-85.030823,32.986217,2560 Whitesville Rd,,Lagrange,GA,30240,8451,TROUP
Lagrange Marathon,-85.096855,33.034008,2750 Roanoke Rd,A,Lagrange,GA,30240,,TROUP
Dollar General 15537,-85.096901,33.016891,2829 W Point Rd,,Lagrange,GA,30240,6427,TROUP
Hometown Market,-84.993095,32.981365,2904 Hamilton Rd,,Lagrange,GA,30241,7501,TROUP
DOLLAR GENERAL 13793,-84.992958,32.979919,2956 Hamilton Rd,,Lagrange,GA,30241,9006,TROUP
CVS Pharmacy 7615,-85.028915,33.040359,300 N Morgan St,,Lagrange,GA,30240,2806,TROUP
West Point Trading Company 0,-85.109985,33.006859,3400 West Point Rd,,Lagrange,GA,30240,8635,TROUP
Dollar General 24231,-85.01844,32.952496,3803 Whitesville Rd,,Lagrange,GA,30240,7200,TROUP
DOLLAR GENERAL 13969,-84.900345,33.038334,3836 Greenville Rd,,Lagrange,GA,30241,5211,TROUP
Aldi 76029,-85.028725,33.051201,427 New Franklin Rd,,Lagrange,GA,30240,1931,TROUP
PIGGLY WIGGLY 429,-85.035622,33.033672,511 S Greenwood St,,Lagrange,GA,30240,3125,TROUP
Star Food Mart,-85.038681,33.029476,518 Miller St,Ste E,Lagrange,GA,30240,4555,TROUP
Flowers Bakery Outlet 8,-85.028702,33.053524,523 New Franklin Rd,,Lagrange,GA,30240,1933,TROUP
Dollar General 24688,-85.140671,32.956841,5639 West Point Rd,,Lagrange,GA,30240,,TROUP
Dollar General 16687,-85.035706,33.032429,604 S Greenwood St,,Lagrange,GA,30240,3128,TROUP
Lagrange Farmers Market,-85.019119,33.040867,606 Greenville St,,Lagrange,GA,30241,3305,TROUP
Walmart STORE 614,-85.028656,33.058479,803 New Franklin Rd,,Lagrange,GA,30240,1843,TROUP
Neighborhood Food Store,-85.029297,33.025555,804 Whitesville St,Ste A,Lagrange,GA,30240,6722,TROUP
Apex Petro LLC,-85.033615,33.054356,828 N Greenwood St,,Lagrange,GA,30240,1705,TROUP
Fullers Superette,-85.024033,33.025616,900 Hamilton Rd,,Lagrange,GA,30241,5445,TROUP
Food Depot 49,-85.012489,33.046497,908 Hogansville Rd,,Lagrange,GA,30241,1412,TROUP
Greenville Food Mart,-85.010864,33.042637,934 Greenville St,,Lagrange,GA,30241,3509,TROUP
Walmart Neighborhood Market 2773,-85.023094,33.039528,955 Lafayette Pkwy,,Lagrange,GA,30241,3582,TROUP
Usa Food Mart,-85.13813,32.891933,1007 Kia Parkway,Bp Gas Station Across From The Coca Cola,West Point,GA,31833,,TROUP
Sunlit,-85.182098,32.876621,101 W 8th St,,West Point,GA,31833,1512,TROUP
Lucky Food Mart,-85.166245,32.876183,1400 Dogwood Cir,,West Point,GA,31833,1929,TROUP
Dollar General 17573,-85.02578,32.814419,15976 Georgia Hwy 219,,West Point,GA,31833,,TROUP
West Point Chevron,-85.149261,32.876961,1860 GA Highway 18,,West Point,GA,31833,3417,TROUP
Love's Travel Stop 771,-85.166618,32.891354,1917 Hwy 28,,West Point,GA,31833,1342,TROUP
DOLLAR GENERAL 7812,-85.177971,32.877651,209 E 10th St,,West Point,GA,31833,1633,TROUP
GIVORNS FOODS,-85.177826,32.87759,211 E 10th St,,West Point,GA,31833,1633,TROUP
Ta Express West Point,-85.114304,32.929234,3000 Kia Blvd,,West Point,GA,31833,4952,TROUP
Circle K 6675,-85.176537,32.87727,302 E 10th St,,West Point,GA,31833,1720,TROUP
West Point Corner Store,-85.185898,32.876125,607 4th Ave,,West Point,GA,31833,1507,TROUP
Busycorner,-83.652367,31.70458,106 E Monroe Ave,,Ashburn,GA,31714,5213,TURNER
DOLLAR GENERAL 4021,-83.654289,31.705561,155 W Washington Ave,,Ashburn,GA,31714,5756,TURNER
PIGGLY WIGGLY,-83.651642,31.705135,215 E Monroe Ave,,Ashburn,GA,31714,5221,TURNER
CARROL'S SAUSAGE & MEATS,-83.63723,31.707283,315 Whittle Cir,,Ashburn,GA,31714,1904,TURNER
Stop N Save,-83.658745,31.703547,415 W Washington Ave,,Ashburn,GA,31714,5715,TURNER
G Nez Express Mart,-83.655487,31.699589,507 S Jefferson St,,Ashburn,GA,31714,5829,TURNER
Calhoun Produce,-83.611664,31.832104,5075 Haw Pond Rd,,Ashburn,GA,31714,4023,TURNER
QUICKSTOP 3,-83.654579,31.714439,708 North St,,Ashburn,GA,31714,5101,TURNER
Honey Bear,-83.640144,31.710384,754 E Washington Ave,,Ashburn,GA,31714,5349,TURNER
Flash Foods 2745191,-83.638329,31.711237,823 E Washington Ave,,Ashburn,GA,31714,1950,TURNER
Travel Stop,-83.638382,31.710785,828 E Washington Ave,,Ashburn,GA,31714,1916,TURNER
Washington Grocery,-83.667358,31.700325,833 W Washington Ave,,Ashburn,GA,31714,5610,TURNER
Hayes Brother Produce,-83.48526,31.802816,234 South Church Street,,Rebecca,GA,31783,,TURNER
Divya Food Mart,-83.490067,31.803968,264 W Ashley St,,Rebecca,GA,31783,2505,TURNER
Rebecca Food Mart,-83.486595,31.806232,5 W Ashley St,,Rebecca,GA,31783,2548,TURNER
Dollar General 16471,-83.637161,31.673779,2515 GA Hwy 41,,Sycamore,GA,31790,,TURNER
Danville Food & Fuel LLC,-83.248398,32.603081,22280 US Highway 80,,Danville,GA,31017,6403,TWIGGS
DOLLAR GENERAL 8934,-83.351006,32.688683,13304 US Highway 80,,Jeffersonville,GA,31044,,TWIGGS
Family Dollar 10904,-83.348999,32.688572,13392 US Highway 80,,Jeffersonville,GA,31044,3502,TWIGGS
Jay Gayatri 80 Llc,-83.346588,32.687462,13592 US Highway 80,,Jeffersonville,GA,31044,3505,TWIGGS
Rag & Frass Farm,-83.32769,32.670338,15176 Us Highway 80,,Jeffersonville,GA,31044,3902,TWIGGS
Corner Stop,-83.347115,32.687508,22 GA Highway 96 W,,Jeffersonville,GA,31044,5514,TWIGGS
Country's Best Ham Bacon And Sausage,-83.37162,32.61898,5222 GA Highway 96 W,,Jeffersonville,GA,31044,7306,TWIGGS
Jeffersonville Piggly Wiggly,-83.345909,32.688202,59 Magnolia St N,,Jeffersonville,GA,31044,5429,TWIGGS
Dollar General 24931,-83.484879,32.851109,3311 Ridge Rd,,Macon,GA,31217,3538,TWIGGS
Jet Food Store 54,-83.484306,32.850155,5588 GA Highway 57,,Macon,GA,31217,3548,TWIGGS
Victory Express,-84.006592,34.857849,1058 Kiutuestia Creek Rd,,Blairsville,GA,30512,4314,UNION
One Stop,-84.07373,34.987244,10613 Murphy Highway,,Blairsville,GA,30512,2556,UNION
HOUCHENS SAVE-A-LOT 508,-83.965424,34.872765,117 Murphy Hwy,,Blairsville,GA,30512,3078,UNION
CIRCLE K 02008,-83.963791,34.871391,12 Murphy Hwy,,Blairsville,GA,30512,3033,UNION
JP Blairsville 242,-83.966026,34.872643,16 Bracketts Way,,Blairsville,GA,30512,2919,UNION
Dollar General 15965,-84.020988,34.924522,16 Mauney Cir,,Blairsville,GA,30512,1316,UNION
